"v6_id","is_title_known","theme_type","title_or_descr","subtitle","notes","is_edit","artists_main","artists_feat","albums","is_admin_fave","is_discontinued","lyrics","proof_yt_id","proof_yt_time","play_yt_id","prod_libs","tempo_bpm"
"36832","0","2","Unknown Title",,"<a href=""http://my.mail.ru/mail/kashifc/video/_myvideo/721.html""> Proof of Usage (15:30)</a>.","0",,,,"0","0",,,,NULL,,NULL
"36718","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"36721","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"40020","0","2","Unknown Title",,,"0",,,,"0","0",,"EJaPB7be38c",,NULL,,NULL
"40002","0","2","Unknown Title",,"Karaoke Version of ""Superhero"" by Jane's Addiction","0",,,,"0","0",,,,"xsVRzH1xQhg",,NULL
"39943","0","2","Unknown Title",,,"0",,,,"0","0",,"Wy7AEpmIoXk",,NULL,,NULL
"39933","0","2","Unknown Title",,"-<a href=""https://www.youtube.com/watch?v=kocg6g0pgj4"">Entrance Video</a>","0",,,,"0","0",,"mvbcKXyM5eM","2:55",NULL,,NULL
"39931","0","2","Unknown Title",,"-<a href=""https://www.youtube.com/watch?v=NZpZjmQiqAY"">Entrance Video</a>","0",,,,"0","0",,"PqyYx8OgLN0","0:10",NULL,,NULL
"39586","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39588","0","2","Unknown Title",,"@39:03 https://vimeo.com/19274532","0",,,,"0","0",,"TqxCsR-cw70","8:35",,,NULL
"39589","0","2","Unknown Title",,,"0",,,,"0","0",,"IFG29uxo5aw","9:43",NULL,,NULL
"39611","0","2","Unknown Title",,,"0",,,,"0","0",,"u4uJEGG7yQE","15:00",NULL,,NULL
"39605","0","2","Unknown Title",,,"0",,,,"0","0",,"u4uJEGG7yQE","11:33",NULL,,NULL
"39592","0","2","Unknown Title",,,"0",,,,"0","0",,"Lnh7tKjnp7o","8:54",NULL,,NULL
"39590","0","2","Unknown Title",,,"0",,,,"0","0",,"Bv7zFDHKy5M",,NULL,,NULL
"39041","0","2","Unknown Title",,,"0",,,,"0","0",,"yT7pzqsKysY","12:43",NULL,,NULL
"39164","0","2","Unknown Title",,,"0",,,,"0","0",,"iqeHGzklXrY","32:59",NULL,,NULL
"39056","0","2","Unknown Title",,,"0",,,,"0","0",,"Ch51iemPZFA","7:37",,,NULL
"39055","0","2","Unknown Title",,,"0",,,,"0","0",,"DMxW_7RC6N0","10:14",,,NULL
"39069","0","2","Unknown Title",,,"0",,,,"0","0",,"5ya1AuJoO5I","13:09",NULL,,NULL
"39446","0","2","Unknown Title",,,"0",,,,"0","0",,"xFRefsxki7M","1:52",NULL,,NULL
"39445","0","2","Unknown Title",,,"0",,,,"0","0",,"xFRefsxki7M","1:33",NULL,,NULL
"39444","0","2","Unknown Title",,,"0",,,,"0","0",,"TIw5E1HyHvE","29:36",NULL,,NULL
"39443","0","2","Unknown Title",,,"0",,,,"0","0",,"rgJGZST5-iQ","00:59",NULL,,NULL
"39479","0","2","Unknown Title",,"-<a href=""http://www.dailymotion.com/video/xcuyl3"" target=""_new"">Proof Link (2:35)</a>","0",,,,"0","0",,,,NULL,,NULL
"39480","0","2","Unknown Title",,"-<a href=""http://www.dailymotion.com/video/xcuyl3"" target=""_new"">Proof Link (1:50)</a>","0",,,,"0","0",,,,NULL,,NULL
"39458","0","2","Unknown Title",,,"0",,,,"0","0",,"VfwvsrEeAtU","2:18",NULL,,NULL
"39497","0","2","Unknown Title",,"-<a href=""https://www.youtube.com/watch?v=1lqVEWpE83I"" target=""_new"">His theme and tron</a>","0",,,,"0","0",,,,NULL,,NULL
"39367","0","2","Unknown Title",,,"0",,,,"0","0",,"fW1hBEQYXUY","1:28",NULL,,NULL
"39366","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39334","0","2","Unknown Title",,,"0",,,,"0","0",,"-6F8iLgy7fk","5:18",NULL,,NULL
"39842","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39869","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39818","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39819","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39821","0","2","Unknown Title",,,"0",,,,"0","0",,"PLYYmC1RVc4","00:00",NULL,,NULL
"39822","0","2","Unknown Title",,,"0",,,,"0","0",,"0Sf3ZjvLW_k","33:59",NULL,,NULL
"39825","0","2","Unknown Title",,,"0",,,,"0","0",,"0Sf3ZjvLW_k","4:23",NULL,,NULL
"39886","0","2","Unknown Title",,,"0",,,,"0","0",,"LhrueiZhBtk","19:05",NULL,,NULL
"39837","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39838","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39820","0","2","Unknown Title",,,"1",,,,"0","0",,"0Sf3ZjvLW_k","1:42",NULL,,NULL
"39843","0","2","Unknown Title",,,"0",,,,"0","0",,"2flL5euuIRU","18:58",NULL,,NULL
"39846","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39867","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39866","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39855","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39865","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39861","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39864","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39884","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39896","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39870","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39885","0","2","Unknown Title",,,"0",,,,"0","0",,"LhrueiZhBtk","17:53",NULL,,NULL
"39809","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39871","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39875","0","2","Unknown Title",,"-<a href=""https://youtu.be/W_5u3S_IyPk?t=1212"" target=""_new"">Proof Link (20:12)</a>","0",,,,"0","0",,,,NULL,,NULL
"39184","0","2","Unknown Title",,,"0",,,,"0","0",,"KXYaeRKsyWQ","25:14",NULL,,NULL
"39223","0","2","Unknown Title",,,"0",,,,"0","0",,"ucirshvMV4w","2:57",NULL,,NULL
"39218","0","2","Unknown Title",,,"0",,,,"0","0",,"EdIbhT1jVtU","6:39",NULL,,NULL
"39772","0","2","Unknown Title",,,"0",,,,"0","0",,"0Sf3ZjvLW_k","33:23",NULL,,NULL
"39719","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39692","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39688","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39682","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39739","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39677","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39676","0","2","Unknown Title",,,"0",,,,"0","0",,"Uqn8BD7CiDc","24:47",NULL,,NULL
"39669","0","2","Unknown Title",,,"0",,,,"0","0",,"Uqn8BD7CiDc","17:33",NULL,,NULL
"39763","0","2","Unknown Title",,,"0",,,,"0","0",,"5OFDqqorpsc",,NULL,,NULL
"39764","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39649","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"39653","0","6","Unknown Title",,"Dubbed on the DVD ""WWE 50 Years of Sports Entertainment""","0",,,,"0","0",,,,NULL,,NULL
"22821","0","2","Unknown Title",,,"0",,,,"0","0",,"dWom25ulwvA","24:14",NULL,,NULL
"22481","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"22503","0","2","Unknown Title",,"<a href=""https://archive.org/details/michinoku-pro-4th-anniversary-1997.10.10"">Proof Link (01:20:21)</a>","0",,,,"0","0",,,,,,NULL
"22410","0","2","Unknown Title",,,"0",,,,"0","0",,"s4X6ssWsbJo","31:37",NULL,,NULL
"22315","0","2","Unknown Title",,,"0",,,,"0","0",,"P5f34iiWnlU","16:35",NULL,,NULL
"22638","0","2","Unknown Title",,,"0",,,,"0","0",,"2lhoSsSE050","10:47",NULL,,NULL
"22229","0","6","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"22228","0","6","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"22222","0","6","Unknown Title",,"Dubs over ""Sunrise"" by SPECTRUM","0",,,,"0","0",,,,NULL,,NULL
"22521","0","2","Unknown Title",,"<a href=""https://vk.com/video587241643_456239592"">Proof Link (00:07:10)</a>","0",,,,"0","0",,,,,,NULL
"20386","0","2","Unknown Title",,,"0",,,,"0","0",,"PXP9BopqKJw","0:46",NULL,,NULL
"20387","0","2","Unknown Title",,,"0",,,,"0","0",,"Bk_pIN4wRxo","31:34",,,NULL
"20175","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20117","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20168","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20169","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20173","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20174","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19808","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19806","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20040","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20042","0","2","Unknown Title",,,"0",,,,"0","0",,"5jBY4utBPLA","0:48",NULL,,NULL
"20043","0","2","Unknown Title",,,"0",,,,"0","0",,"5jBY4utBPLA","1:47",NULL,,NULL
"20177","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"20251","0","2","Unknown Title",,,"0",,,,"0","0",,"ibLHYiNANak","1:16",NULL,,NULL
"20263","0","2","Unknown Title",,,"0",,,,"0","0",,"ggKRBRJSD7o","1:12",NULL,,NULL
"20188","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20187","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20182","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20181","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20179","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17699","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17429","0","2","Unknown Title",,,"0",,,,"0","0",,"uLWARjPenyw","02:25",,,NULL
"17414","0","2","Unknown Title",,,"0",,,,"0","0",,"6bdK6rMc8WU","17:03",NULL,,NULL
"17415","0","2","Unknown Title",,,"0",,,,"0","0",,"6bdK6rMc8WU","18:10",NULL,,NULL
"17416","0","2","Unknown Title",,,"0",,,,"0","0",,"sPY4_1gQMsU","20:46",NULL,,NULL
"17410","0","2","Unknown Title",,,"0",,,,"0","0",,"S__vPegX5Mg",,NULL,,NULL
"17422","0","2","Unknown Title",,,"0",,,,"0","0",,"3Ab42nYdHbA","1:46",NULL,,NULL
"17424","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17427","0","6","Unknown Title",,"Dubbed on the DVD ""Best Of Sting"".","0",,,,"0","0",,,,NULL,,NULL
"17428","0","2","Unknown Title",,,"0",,,,"0","0",,"u1s0PuPShjg","4:23",NULL,,NULL
"17430","0","2","Unknown Title",,,"0",,,,"0","0",,"gBtcnvPmWw4","17:35",NULL,,NULL
"17431","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17437","0","2","Unknown Title",,,"0",,,,"0","0",,"oYfBUmEmD0k","0:05",NULL,,NULL
"17435","0","2","Unknown Title",,,"0",,,,"0","0",,"5i9i18LrCBw","2:16",NULL,,NULL
"17331","0","2","Unknown Title",,,"0",,,,"0","0",,"EGMDCVJhGqU","00:01",NULL,,NULL
"17438","0","2","Unknown Title",,,"0",,,,"0","0",,"oYfBUmEmD0k","11:13",NULL,,NULL
"17434","0","2","Unknown Title",,,"0",,,,"0","0",,"itOy_wJUN4U","12:46",NULL,,NULL
"17433","0","2","Unknown Title",,,"0",,,,"0","0",,"8i2RX2odjFc","6:00",NULL,,NULL
"17439","0","2","Unknown Title",,,"0",,,,"0","0",,"oYfBUmEmD0k","12:17",NULL,,NULL
"17440","0","2","Unknown Title",,,"0",,,,"0","0",,"l_mchtt-MNU","6:46",NULL,,NULL
"17956","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17443","0","2","Unknown Title",,,"0",,,,"0","0",,"JB-Mh24aQos","4:33",NULL,,NULL
"17441","0","2","Unknown Title",,,"0",,,,"0","0",,"L5L9u4Fr5Bs","12:48",NULL,,NULL
"17483","0","2","Unknown Title",,"Used in PWO/Prime","0",,,,"0","0",,,,NULL,,NULL
"17482","0","2","Unknown Title",,"Used in PWO/Prime","0",,,,"0","0",,,,NULL,,NULL
"17481","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17477","0","2","Unknown Title",,,"0",,,,"0","0",,"MGJZULu2mT4","19:54",NULL,,NULL
"17476","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"17470","0","2","Unknown Title",,,"0",,,,"0","0",,"d635I8k2sns","3:52",NULL,,NULL
"17469","0","2","Unknown Title",,,"0",,,,"0","0",,"afEFl1-RyJo",,NULL,,NULL
"17468","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17444","0","2","Unknown Title",,,"0",,,,"0","0",,"aNJUAWW9u04","0:25",NULL,,NULL
"17448","0","2","Unknown Title",,,"0",,,,"0","0",,"-stOUuV1Y7g","18:42",NULL,,NULL
"19552","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19554","0","2","Unknown Title",,,"0",,,,"0","0",,"AydMCUC7QCw","3:35",NULL,,NULL
"19558","0","2","Unknown Title",,,"0",,,,"0","0",,"-xn2FkhCJN8","0:21",NULL,,NULL
"19508","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19507","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19151","0","2","Unknown Title",,,"0",,,,"0","0",,"lZ0NV9usLMk","2:50",,,NULL
"18922","0","2","Unknown Title",,,"0",,,,"0","0",,"by80oxNlync","20:04","fIW9pWeUsjk",,NULL
"18923","0","2","Unknown Title",,,"0",,,,"0","0",,"nsJDrHW2xuk",,NULL,,NULL
"19017","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19080","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19073","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19090","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"19092","0","2","Unknown Title",,,"0",,,,"0","0",,"njWJ1KxiH90","0.11",NULL,,NULL
"19031","0","2","Unknown Title",,,"0",,,,"0","0",,"-XMt5nmmLk4","1:02",NULL,,NULL
"22006","0","6","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"21717","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"21728","0","6","Unknown Title",,"Dubs over ""Bad Man"" on The Best of The Clash of The Champions DVD.","0",,,,"0","0",,,,NULL,,NULL
"18624","0","2","Unknown Title",,"<a href=""https://www.dailymotion.com/video/xbvrz3"">Proof of Usage (1:25)</a>","0",,,,"0","0",,,,,,NULL
"18221","0","6","Unknown Title",,"Dubs over ""La Negra"" by Mariachi Vargas de Tecalitlan on live iPPVs.","0",,,,"0","0",,,,NULL,,NULL
"18309","0","2","Unknown Title",,,"0",,,,"0","0",,"LOJWq8NhjUk","00:27",NULL,,NULL
"18358","0","2","Unknown Title",,,"0",,,,"0","0",,"LZQ9LGcmaxQ",,NULL,,NULL
"21310","0","6","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"21214","0","2","Unknown Title",,,"0",,,,"0","0",,"kpcIAkO-y1U","5:43",NULL,,NULL
"21224","0","2","Unknown Title",,,"0",,,,"0","0",,"p6hJau2ZhX0",,NULL,,NULL
"21211","0","2","Unknown Title",,,"0",,,,"0","0",,"yGcsMA-tvMk","0:59",NULL,,NULL
"21228","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"21229","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"21230","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"21297","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"21063","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"20861","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5357","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5350","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5245","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5319","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"4893","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5118","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5210","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"5100","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"4917","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"3344","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"2519","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"2901","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"2926","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"2948","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"2712","0","2","Unknown Title",,,"0",,,,"0","0",,"gjVbKvMiG4U",,,,NULL
"860","0","6","Unknown Title",,"Dubs over ""Yankee Station"" by The Kakutogi Band on live iPPVs.","0",,,,"0","0",,,,NULL,,NULL
"633","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"173","0","2","Unknown Title",,"This was only used for the live broadcast. \r\n\r\n<a href=""https://www.dailymotion.com/video/x3mrsd1"">Proof of Usage</a>","0",,,,"0","0",,,,,,NULL
"2092","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"1706","0","2","Unknown Title",,,"0",,,,"0","0",,"yIHrUd-VoBM","1:13",NULL,,NULL
"1767","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"1852","0","2","Unknown Title",,,"0",,,,"0","0",,"v2CNqh87PZw",,,,NULL
"4154","0","2","Unknown Title",,"<a href=""https://www.dailymotion.com/video/xw40sm"">Proof of Usage (4:20)</a>","0",,,,"0","0",,"jvXOsWcrILQ","64:58",,,NULL
"1625","0","2","Unknown Title",,,"0",,,,"0","0",,"ENivyqWCwgM","34:58",NULL,,NULL
"1154","0","2","Unknown Title",,,"0",,,,"0","0",,"wSlXzKuevb4","0:02",,,NULL
"1010","0","2","Unknown Title",,,"0",,,,"0","0",,"5H6iPzHchNU","1:28",,"Beach Street Music",NULL
"4044","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"3714","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"3707","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"3822","0","2","Unknown Title",,,"0",,,,"0","0",,"hfc9tTMHlPM","0:43",,,NULL
"17280","0","6","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16861","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16775","0","6","Unknown Title",,"Dubbed on the DVD ""Taboo Tuesday 2005"".","0",,,,"0","0",,,,NULL,,NULL
"16809","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16821","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16835","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16837","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16840","0","2","Unknown Title",,,"0",,,,"0","0",,"CsVAxyDvRsg","03:30",NULL,,NULL
"16841","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16843","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16844","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16845","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16846","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16847","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16848","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16849","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16850","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16852","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16854","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16741","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16855","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17099","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"16547","0","2","Unknown Title",,,"0",,,,"0","0",,,,"bSCUwu9Uz3o",,NULL
"16615","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16868","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"17028","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16991","0","2","Unknown Title",,,"0",,,,"0","0",,"EEzVoncj5so",,NULL,,NULL
"16912","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16872","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"16870","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"14619","0","2","Unknown Title",,,"0",,,,"0","0",,"6bdK6rMc8WU","3:33",NULL,,NULL
"12363","0","2","Unknown Title",,,"0",,,,"0","0",,"N4GY9XWXSh0","19:12",NULL,,NULL
"12004","0","2","Unknown Title",,,"0",,,,"0","0",,,,,,NULL
"11503","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"11624","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"11530","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
"11626","0","2","Unknown Title",,,"0",,,,"0","0",,,,NULL,,NULL
