"v6_id","org_acronym","org_name","is_active"
"1483","ABC","Association Biterroise de Catch","1"
"1566","ABCA","Association Beauvaisienne de Catch Athletisme","1"
"1480","ABCThailand","ABC Pro Wrestling Thailand","1"
"1847","ABCW","All Boro Championship Wrestling","0"
"409","Absolute","Absolute Wrestling","1"
"994","ABU","Anti Battle Union","1"
"66","Acclaim","Acclaim Pro Wrestling","1"
"1908","ACCW","Apple City Championship Wrestling","1"
"338","ACE","Action Coast Empire","1"
"995","ACE2","American Championship Entertainment","1"
"1217","ACEssone","Association Catch Essonne","0"
"955","ACF","Fighting Team A-Toys Challenge Fight","1"
"1715","ACP","Andrew Carter Promotions","1"
"814","Action","Action Wrestling","1"
"100","ACW","Anarchy Championship Wrestling","1"
"2465","ACW-10","Awesome Championship Wrestling","1"
"2533","ACW-11","Alternative Championship Wrestling","0"
"529","ACW-2","American Combat Wrestling","1"
"1275","ACW-3","American Championship Wrestling","1"
"1282","ACW-4","Atomic Championship Wrestling","1"
"1448","ACW-5","Apex Championship Wrestling","1"
"1467","ACW-6","All Caribbean Wrestling","1"
"1565","ACW-7","Aragon Championship Wrestling","1"
"1578","ACW-8","Appalachian Championship Wrestling","1"
"2442","ACW-9","Absolute Cyprus Wrestling","1"
"162","ACW-NZ","Adelaide Championship Wrestling","1"
"107","ACW2","Athletik Club Wrestling","1"
"262","ACWUK","Apollo Championship Wrestling","0"
"996","AdrCW","Adrenaline Championship Wrestling","1"
"1273","ADW","After Dark Wrestling","0"
"2537","AELL","Alianza Ecuatoriana de Lucha Libre","1"
"688","AEW","All Elite Wrestling","1"
"1964","AFA","Alliance For All Wrestling","1"
"2368","AFPW","All Fury Pro Wrestling","1"
"1272","Africa","Africa Wrestling Alliance","1"
"835","AFU","AFU Hardcore","1"
"1464","AgresoresInc","Agresores Inc. Lucha Libre","1"
"1276","AHCW","American Hostile Championship Wrestling","1"
"931","AHW","All Heel Wrestling","1"
"2425","AiharaPro","Aihara Pro Wrestling","1"
"1439","AILL","Alianza Internacional de Lucha Libre","1"
"118","AIW","Absolute Intense Wrestling","1"
"526","AIWF-MA","AIWF Mid Atlantic","1"
"11","AJPW","All Japan Pro Wrestling","1"
"25","AJW","All Japan Women's Pro-Wrestling","0"
"1475","AKW","All Korea Wrestling","1"
"760","Alive","Pro-Wrestling Alive","0"
"937","ALL","Arica Lucha Libre","1"
"1926","ALL-Lucha","Attack Lucha Libre","1"
"2539","AltoVoltage","Alto Voltaje","1"
"1122","ALW","American Lucha Wrestling","1"
"406","ALxC","American Luchacore","0"
"450","Amarillo","NWA Amarillo","0"
"2000","Ambition","Ambition Wrestling (Australia)","1"
"892","Ambush","Pro Wrestling Ambush","1"
"836","AML","Arena Mama Lucha's","1"
"407","AMLW","America's Most Liked Wrestling","1"
"997","AMOP","A Matter of Pride","1"
"405","AMP","American Made Pro Wrestling","1"
"936","AMPED","Amp'ed Up Pro Wrestling","1"
"1278","Anarchy","Anarchy Wrestling","1"
"1686","AnarchyPro","Anarchy Pro","1"
"1717","ANCW","Association Neuchatel Catch Wrestling","1"
"1192","Anjou","Anjou Wrestling Federation","1"
"736","ANLL","Alianza Nacional de Lucha Libre","1"
"980","Answer","Pro Wrestling Answer","1"
"1481","Anvil","Anvil Promotions","0"
"1123","AOC","Art of Combat","1"
"2538","AOMW","All Out Mayhem Wrestling","0"
"69","AOW","Alpha Omega Wrestling","1"
"1482","AOW-2","Art of Wrestling","1"
"1718","AOW-3","Australian Outlaw Wrestling","1"
"2211","AOWW","Art of War Wrestling","0"
"1716","APAC","APAC Wrestling","1"
"70","Apache","Apache Pro Wrestling","0"
"1484","APC","Association les Professionnels du Catch","1"
"339","APLEMEX","Alianza de PequeÃ±as Leyendas de Luchadores Mexicanos","1"
"2464","APN","Arena Pavillon del Norte","1"
"71","APW","All Pro Wrestling","1"
"2194","APW-10","Asylum Pro Wrestling","1"
"2452","APW-11","Atomic Pro Wrestling (Australia)","1"
"2503","APW-12","Advanced Pro Wrestling","1"
"1279","APW-2","Associacao Portugesa de Wrestling","1"
"1997","APW-3","Action Pro Wrestling","1"
"1628","APW-4","Atlantic Pro Wrestling","1"
"1663","APW-5","Atlantic Pro Wrestling","1"
"1713","APW-6","Absolute Pro Wrestling","1"
"1747","APW-7","Australian Pro Wrestling","1"
"1887","APW-8","Attitude Pro Wrestling","1"
"1999","APW-9","Amazing Pro Wrestling","1"
"1763","APWA","American Pro Wrestling Alliance","1"
"2001","APWA-2","Ananzi Professional Wrestling Association","1"
"1587","Arcadian","Arcadian Wrestling","0"
"2462","ArenaDelValle","Arena Del Valle Lucha Libre","1"
"627","AroLucha","Aro Lucha","1"
"793","ARRIVAL","ARRIVAL Wrestling","1"
"72","ARSION","ARSION","0"
"119","ARW","American Revolution Wrestling","0"
"1438","ARW-2","Atomic Revolutionary Wrestling","1"
"1270","ARW-Pro","Adrenaline Ringside Wrestling","0"
"1961","Asagaya","Asagaya Loft Pro Wrestling","0"
"2516","Ascend","Ascend Pro Wrestling","1"
"1670","ASDLL","Au Sommet De La Lutte","1"
"1838","ASE","ASÉ","1"
"1425","ASP","Asian Sports Promotion","1"
"834","ASPW","All Style Pro Wrestling","1"
"922","Assemble","Women's Pro-Wrestling Assemble","1"
"655","Asuka","Asuka Pro Wrestling","1"
"73","ASW","All Star Wrestling","1"
"2003","ASW-2","Argentina Selection Wrestling","1"
"2530","ASW-3","All Star Wrestling (Georgia)","0"
"120","ASW-UK","All Star Wrestling (UK)","1"
"27","ASWA","American States Wrestling Alliance","1"
"1602","ASWA-2","All Star Wrestling","1"
"1191","ASWAM","Al Snow's Wrestling Academy Midlands","1"
"999","Athena","Athena Battle","1"
"1000","ATL","ATL Wrestling","1"
"1485","Atlas","Atlas Wrestling Club","1"
"1700","Atomic","Atomic Pro Wrestling","1"
"938","AtoZ","A to Z Major Girls Fighting","1"
"187","Attack","Attack! Pro Wrestling","1"
"1274","ATWPro","All Terrain Warrior Pro","1"
"67","AULL","Alianza Universal de Lucha Libre","1"
"1423","Aurora","Aurora Pro Wrestling","1"
"2393","AUS","AUS Pro Wrestling","1"
"837","AusWS","Australian Wrestling Superstars","1"
"2339","AUW","Amped Up Wrestling","1"
"1988","AVANZAR","AVANZAR Kobe","1"
"10","AWA","American Wrestling Association","0"
"1486","AWA-2","Australian Wrestling Alliance","1"
"421","AWA-F","AWA Florida","0"
"1283","AWA-NS","AWA New South Championship Wrestling","1"
"422","AWA-W1","AWA WORLD-1 South","0"
"2145","Awara","Wrestling Awara","1"
"2396","AWARE","Awesome Wrestling and Remarkable Entertainment","1"
"1277","AWC","American Wrestling Council","1"
"74","AWE","Awesome Wrestling Entertainment","1"
"101","AWE-2","Atlanta Wrestling Entertainment","0"
"1465","AWE-3","American Wrestling Experience","1"
"2002","AWE-4","Angola Wrestling Entertainment","1"
"530","AWF","Australasian Wrestling Federation","1"
"1589","AWF-2","American Wrestling Federation","0"
"2172","AWF-3","Apex Wrestling Federation","1"
"998","AWF2","American Wrestling Federation","1"
"933","AWFribourg","American Wrestling Fribourg","1"
"404","AWG","Actwres girl'Z","1"
"1271","AWL-2","Adriatic Wrestling League","1"
"1280","AWM","Asylum of Wrestling Maniacs","1"
"1001","AWO","All Wrestling Organization","1"
"1281","AWR","Asylum Wrestling Revolution","1"
"528","AWS","Alternative Wrestling Show","1"
"2150","AWS-2","Wrestling San Marino","1"
"2264","AWW","All Wheels Wrestling","0"
"1925","AWWA","American Warrior Wrestling Alliance","1"
"605","AXW","American X Wrestling","1"
"1613","AXW-2","American eXcellence Wrestling","1"
"2364","AYA","AYA Catch","0"
"525","AZW","Action Zone Wrestling","0"
"1969","AZW-2","AZWrestling","1"
"1002","B1Japan","B-1 Japan","1"
"704","BAB","Bumps and Brewses","1"
"2283","BAB-2","Brawl After Bingo","0"
"1245","BackyardPro","Backyard Pro","1"
"2466","BakaGaijin","Baka Gaijin + Friends","1"
"188","Ballistic","Ballistic Championship Wrestling","0"
"623","BAM","Pro Wrestling Brilliant Allstar Matwork","0"
"272","Bar","Bar Wrestling","0"
"776","Basara","Pro Wrestling Basara","1"
"124","Basix","Basix Wrestling","1"
"2540","Bathory","Bathory Pro","1"
"2467","BATTLEAID","BATTLE AID Pro Wrestling","1"
"1285","BattleAngels","Battle Angels","1"
"940","Battlehead","Battlehead","1"
"283","BATTLEWAR","BATTLEWAR Pro Wrestling","1"
"1287","BattleZone","BattleZone Wrestling","0"
"767","BBJ","Best Body Japan Pro Wrestling","1"
"284","BBOW","Beautiful Babes of Wrestling","0"
"944","BBPW","Blood Brothers Pro Wrestling","1"
"2277","BBW","Bar Beach Wrestling","1"
"1288","BCC","Be.Catch Company","1"
"840","BCCW","Black Country Championship Wrestling","1"
"1764","BCD","Behind Closed Doors Pro Wrestling","1"
"672","BCP","Battle Club Pro","1"
"172","BCW","British Championship Wrestling","1"
"577","BCW-2","Border City Wrestling","1"
"578","BCW-3","Brew City Wrestling","1"
"1284","BCW-4","Baltimore Championship Wrestling","1"
"1765","BCW-5","Blue Collar Wrestling","1"
"1864","BCW-6","Baystate Championship Wrestling","1"
"2004","BCW-7","Battle Championship Wrestling","1"
"108","BCWF","Belgian Catch Wrestling Federation","1"
"828","BDD","BellaDonna Division","1"
"1004","BDW","Black Diamond Wrestling","0"
"1440","Beauharnois","Beauharnois Championship Wrestling","1"
"75","Beauty","Beauty Slammers: Ladies of Wrestling","1"
"286","BECW","British Extreme Championship Wrestling","1"
"1295","BEER","Brutal Extreme Explosive Rasslin'","0"
"542","Believe","I Believe In Wrestling","1"
"63","Bellator","Bellator Fighting Championships","1"
"941","Berserker","Berserker","1"
"838","BEST","Best Entertainment Wrestling","1"
"270","BEW","British Empire Wrestling","1"
"29","BFW","Bellatrix Female Warriors","1"
"2281","BGM","Black Girl Magik","0"
"1865","BGW","Bleeding Gums Wrestling","1"
"1242","BHFE","Burning Hearts: Fighting Entertainment","0"
"2226","BHPW","Burning Heart Pro Wrestling","1"
"1672","BHW","Black Heart Wrestling","0"
"2005","Big-B","Big-B Pro Wrestling","1"
"943","Bikkuri","Bikkuri Pro Wrestling Promotion","1"
"423","BIW","Bayou Independent Wrestling","0"
"1244","Bizarro","Bizarro Lucha","1"
"76","BJW","Big Japan Pro Wrestling","1"
"282","BKWPW","Wrestling Pro Wrestling","1"
"839","BL","Big Lucha","1"
"732","Blackcraft","Blackcraft Wrestling","0"
"1291","Blackout","Blackout Wrestling","1"
"842","Blank","Blank Canvas Wrestling","1"
"2515","Blaze","Blaze Pro Wrestling","1"
"1125","Blitzkrieg","Blitzkrieg Pro","1"
"1927","BLLS","Boxy y Lucha Libre Solis","1"
"1422","BLOWW","Boston League of Wicked Wrestlers","1"
"628","BLP","Black Label Pro","1"
"2195","BLPW","Big League Pro Wrestling","1"
"971","BLR","New Belarus Pro Wrestling","1"
"453","Bluegrass","NWA Bluegrass","0"
"415","BLW","Big League Wrestling","0"
"125","BML","Big Mouth Loud","0"
"926","BMLL","Black Mask Lucha Libre","1"
"1441","BMLL2","Best Mexican Lucha Libre","1"
"1005","BMN","BMN Japan","1"
"126","BMPW","Blue Mountains Pro Wrestling","1"
"2469","BMPW-2","Bring Me Pro Wrestling","1"
"1845","BMW","Big Massive Wrestling","1"
"1734","BobbyLee","Promotora Bobby Lee","1"
"629","BODYSLAM","BODYSLAM! Pro Wrestling","1"
"1816","BodyZoi","BodyZoi Wrestling Factory","1"
"2282","BOFS","Black On Four Sides","0"
"2212","Borracho","Borracho Pro","1"
"1289","BotB","Best of the Best Wrestling","1"
"616","BOTW","Best of the West Wrestling","1"
"425","BOW","Branded Outlaw Wrestling","0"
"768","BOYS","BOYS","1"
"1124","BP","Blind Pig","1"
"1856","BPW","Bridge Pro Wrestling","1"
"1857","BPW-2","Burnley Pro Wrestling","1"
"2342","BPW-3","Big Powerhouse Wrestling","1"
"2353","BPW-4","Battlefront Pro Wrestling Xtreme","0"
"2569","BPW-5","Bullpen Pro Wrestling","1"
"297","BPW-CA","Battleground Pro Wrestling","0"
"696","BPWM","Boston Pro Wrestling Marathon","0"
"263","BPWUK","Battle Pro Wrestling","0"
"945","Brainbuster","Brainbuster Pro Wrestling","1"
"737","BRAVES","Pro-Wrestling BRAVES","1"
"285","BRAWL","Bloody Rage American Wrestling League","0"
"1692","BRAWL-UK","BRAWL (UK)","1"
"2234","BRB","Barba Producciones","1"
"2160","BRCW","Boca Raton Championship Wrestling","1"
"1662","BREAK","Break Pro Wrestling","1"
"1719","Breakout","Breakout Pro Wrestling","1"
"735","Breed","Breed Wrestling","1"
"1819","BREW","Bar Room Entertainment Wrestling","1"
"703","BrewMania","BrewMania","0"
"1766","BRW","Broken Ring Wrestling","1"
"761","BS-USA","Baja Stars USA","1"
"2278","BSB","Big Starkz Brand","1"
"2279","BSB-2","Ben Shearin Brand","1"
"424","BSE","Blood Sweat and Ears","0"
"843","BSP","Bloodstorm Pro","1"
"1581","BST","Blood Sweat Tears Wrestling","1"
"1620","BSW","Brawl Spirit Wrestling","1"
"2280","BTR","Beside The Ring Wrestling","1"
"601","BTW","Big Time Wrestling","1"
"2453","BTW-2","Big Top Wrestling","1"
"1790","BUKATSU","Pro Wrestling BUKATSU","1"
"675","Bulletproof","Bullet Proof Dojo","0"
"1488","Bullfight","Bullfight Wrestling Society","1"
"1489","Bullhead","Bullhead City Wrestling","0"
"2243","Bullpen","Bullpen Pro Wrestling","1"
"1208","BURST","BURST Pro Wrestling","1"
"1003","BVW","Big Valley Wrestling","1"
"189","BW","Beyond Wrestling","1"
"1671","BWA","Big Wrestling Action","1"
"1888","BWA-2","Buckeye Wrestling Alliance","1"
"1187","BWC","Bulldog Wrestling Chile","1"
"1292","BWCW","Blue Water Championship Wrestling","1"
"30","BWF","Brazilian Wrestling Federation","1"
"1293","BWF-2","Bronx Wrestling Federation","0"
"1294","BWF-3","Bruiser Wrestling Federation","0"
"841","BWM","Black Wrestlers Matter","1"
"127","BWO","Bodyslam Wrestling Organization","0"
"1286","BWP","Battle World Pro Wrestling","1"
"2468","BWP-2","Brainbuster Wrestling Project","1"
"817","BWR","British Wrestling Revolution","1"
"1487","BWT","Bologna Wrestling Team","1"
"1290","BWW","Big West Wrestling","1"
"939","BYW","Backyard Wrestling","0"
"1229","BZW","Below Zero Wrestling","1"
"1691","BZW-KY","Battle Zone Wrestling (Kentucky)","0"
"1770","C1W","Combat 1 Wrestling","1"
"1126","C3W","C3W Wrestling","1"
"190","C4","Capital City Championship Combat","1"
"2541","CabaRestle","CabaRestle","1"
"2499","CACC","Catch As Catch Can Wrestling","1"
"2227","CAHBFOW","Caleb and His Bucket Full of Wrestlers","1"
"1006","CalLL","California Lucha Libre","0"
"2504","CD","Canadian Deathmatch","1"
"845","Canna","The Canna Pro Wrestling Show","1"
"604","CAP","Create-A-Pro Wrestling","1"
"846","CapCW","Capital Championship Wrestling","1"
"253","Capitol","Capitol Wrestling","1"
"2006","Capture","Capture International","1"
"1302","CAPW","Cleveland All Pro Wrestling","1"
"946","CAR","Can-Am Rising","0"
"340","CaraLucha","Promociones Cara Lucha","1"
"1007","Carolina","Carolina Championship Wrestling","1"
"1222","CASW","Carolina All Star Wrestling","1"
"1767","CASW-2","Central All-Star Wrestling","1"
"1673","Catch22","Catch 22 Pro Wrestling","1"
"1626","CatchFactory","Catch Factory","1"
"2244","CATCHPOINT","CATCHPOINT Philadelphia","1"
"1246","CatchProd","Catch Prod","1"
"822","CATCHPW","CATCH Pro-Wrestling","1"
"1298","Catfight","Catfight Connection","1"
"1307","CAW","Complete Anarchy Wrestling","1"
"1965","CAW-2","Canadian Apex Wrestling","1"
"1127","CBPW","Cross Body Pro Wrestling","1"
"2009","CBPW-2","Companhia Brasileira de Pro Wrestling","1"
"2007","CCC","Catch Club Cognacais","1"
"130","CCW","Classic Championship Wrestling","1"
"581","CCW-2","Celtic Championship Wrestling","0"
"1297","CCW-3","Cape Championship Wrestling","1"
"1299","CCW-4","Continental Championship Wrestling","0"
"1306","CCW-5","Coliseum Championship Wrestling","1"
"1308","CCW-6","Continental Championship Wrestling","1"
"1309","CCW-7","Conwy County Wrestling","1"
"1468","CCW-8","Classic City Wrestling","1"
"1844","CCW-9","Coming Out Championship Wrestling","1"
"131","CCW-FL","Coastal Championship Wrestling","1"
"2397","CDL","Corazon de Lucha","1"
"1582","CDW","Championship District Wrestling","1"
"2426","CEASEFIRE","Pro Wrestling CEASEFIRE","1"
"2371","CEP","Championship Entertainment Productions","1"
"851","CEW","Coastal Empire Wrestling","1"
"691","CFK9","Chaos for Canines","0"
"852","CFU","Combat Fights Unlimited","1"
"855","CFW","Crazy Freestyle Wrestling","1"
"769","CG","Cruiser's Game","1"
"1934","Chaman","Promociones Chaman","1"
"848","Chicali","Chicali Wrestling Entertainment","1"
"129","ChickFight","ChickFight","0"
"1721","Chigasaki","Chigasaki Pro Wrestling","1"
"9","CHIK","CHIKARA","0"
"1490","ChilangaMask","Chilanga Mask","1"
"849","Chinampaluchas","Chinampaluchas","1"
"2428","Chinlock","Chinlock Wrestling","1"
"771","ChocoPro","ChocoPro Wrestling","1"
"2427","CHW","Championship Honor Wrestling","1"
"1637","CHWA","Cottage Hills Wrestling Alliance","1"
"1449","Cincy","Cincy Wrestling","1"
"1247","Circle6","Circle 6","1"
"429","CIW","Championship International Wrestling","0"
"1701","CIWW","Channel Islands World Wrestling","1"
"2011","CJPW","Congo Joburg Pro Wrestling","1"
"1303","CKCW","Cleveland Knights Championship Wrestling","1"
"1768","CKW","Chaotic Kingdom Wrestling","1"
"289","CLASH","Collective League of Adrenaline, Strength & Honor","1"
"1301","ClassicUK","Classic UK Professional Wrestling","1"
"342","CLL","Chile Lucha Libre","1"
"2286","CLL-2","Coachelas Lucha Libre","1"
"850","Cloud9","Cloud9 Wrestling","1"
"2163","ClubR","Pro Wrestling Fighting Club r","0"
"1178","ClydeVW","Clyde Valley Wrestling","1"
"18","CMLL","Consejo Mundial de Lucha Libre","1"
"232","CMW","Crown of Maine Pro Wrestling","1"
"290","CNWA","Canadian National Wrestling Alliance","0"
"1820","Coachelas","Coachelas Lucha Libre","1"
"1248","Colliery","Colliery Championship Wrestling","1"
"981","Collision","Pro Wrestling Collision","1"
"1228","ColoradoSW","Colorado Springs Wrestling","1"
"1109","COLORS","COLOR'S Girl's Prowrestling Unit","1"
"1263","Colosseum","Colosseum Pro","1"
"1821","COMBO","Extreme Fighting Stage COMBO","1"
"947","ComicWA","Comic Wrestling Alliance","0"
"853","CommPro","Community Pro Wrestling","1"
"2010","Compass","Compass Wrestling","1"
"2287","ComptonMania","ComptonMania","1"
"1008","ConnCW","Connecticut Championship Wrestling","1"
"1950","Conquest","Pro Wrestling Conquest","1"
"2197","Constant","Constant Pro Wrestling","1"
"2012","Contraband","Contraband Fights","1"
"854","Core","Core Professional Wrestling","1"
"711","Courage","Courage Wrestling","1"
"1010","COW","Championship of Wrestling","1"
"1012","CP","Covey Pro","1"
"288","CPW","Chaos Pro Wrestling","0"
"2008","CPW-10","Colombia Pro Wrestling","1"
"2013","CPW-11","Copia Pro Wrestling","1"
"2014","CPW-12","Cornish Pro Wrestling","1"
"430","CPW-2","Championship Pro Wrestling","0"
"615","CPW-3","Compound Pro Wrestling","1"
"701","CPW-4","Cosplay Pro Wrestling","1"
"1304","CPW-5","Coastal Pro Wrestling","1"
"1567","CPW-6","Coliseum Pro Wrestling","1"
"1748","CPW-7","Capital Pro Wrestling","1"
"1769","CPW-8","Classic Pro Wrestling","1"
"1771","CPW-9","Contract Pro Wrestling","1"
"826","CPWJapan","Colega Pro Wrestling","0"
"2285","CRAB","Championship Rassling and Beyond","1"
"1702","CrazyUnion","Crazy Union Pro Wrestling","1"
"1114","CreationPW","Creation Pro Wrestling","0"
"1305","CREW","Coastal Real Extreme Wrestling","0"
"1009","CrimsonCW","Crimson Crown Wrestling","1"
"2015","Crossover","Crossover Wrestling","1"
"1128","CRUX","CRUX Wrestling","1"
"781","CRWE","Costa Rica Wrestling Embassy","1"
"428","CSCW","Central States Championship Wrestling","0"
"132","CSF","Combat Sports Federation","1"
"431","CSP","Combat Sport Pro","0"
"2284","CSS","Chad Spectacular's Soiree","0"
"1013","CSW","Chicago Style Wrestling","1"
"2196","CTW","Committed To Wrestling","1"
"2016","CTW-Portugal","CTW Portugal","1"
"1014","CTWE","Connecticut Wrestling Entertainment","1"
"847","CVW","Chem Valley Wrestling","1"
"2288","CVW-2","CVW Lucha","1"
"128","CW","Chaotic Wrestling","1"
"1354","CW-2","Japan Combat Wrestling Association","1"
"77","CWA","Continental Wrestling Association","0"
"1300","CWA-2","Champions With Attitude","1"
"1651","CWA-3","Colonial Wrestling Alliance","1"
"1992","CWA-4","Cleveland Wrestling Alliance","1"
"1993","CWA-5","Catch Wrestling Association","0"
"687","CWA2","Capital Wrestling Alliance","1"
"228","CWE","Canadian Wrestling's Elite","1"
"427","CWE-2","Carolina Wrestling Entertainment","0"
"783","CWE-3","Connecticut Wrestling Entertainment","0"
"1491","CWE-4","Continental Wrestling Entertainment","1"
"1720","CWE-5","Championship Wrestling Entertainment","1"
"2470","CWE-6","Championship Wrestling Entertainment Australia","1"
"287","CWE-OH","Championship Wrestling Experience","0"
"738","CWEmbassy","Costa Rica Wrestling Embassy","1"
"1015","CWEnt","Classic Wrestling Entertainment","1"
"220","CWF","Championship Wrestling from Florida","0"
"532","CWF-2","Carolina Wrestling Federation","1"
"708","CWF-3","Cosplay Wrestling Federation","1"
"1296","CWF-4","Cajun Wrestling Federation","0"
"341","CWF-MX","Caution Wrestling Federation","1"
